"term"	"term_count"	"x"	"group"	"included"
"κομψότης"	10	27341	"outside-lxx-nt"	TRUE
"κοντοφόρος"	10	27342	"outside-lxx-nt"	TRUE
"κοροπλάθος"	10	27343	"outside-lxx-nt"	TRUE
"κοτταβίζω"	10	27344	"outside-lxx-nt"	TRUE
"κοτυλίσκος"	10	27345	"outside-lxx-nt"	TRUE
"κουφολογία"	10	27346	"outside-lxx-nt"	TRUE
"κροσσωτός"	10	27347	"lxx-nt"	TRUE
"κςʹ"	10	27348	"outside-lxx-nt"	TRUE
"κτηματικός"	10	27349	"outside-lxx-nt"	TRUE
"κύτταρος"	10	27350	"outside-lxx-nt"	TRUE
"κῦφος"	10	27351	"outside-lxx-nt"	TRUE
"κυανοχαίτης"	10	27352	"outside-lxx-nt"	TRUE
"κυλινδροειδής"	10	27353	"outside-lxx-nt"	TRUE
"κυνοδρομέω"	10	27354	"outside-lxx-nt"	TRUE
"κυρήβια"	10	27355	"outside-lxx-nt"	TRUE
"κωτίλλω"	10	27356	"outside-lxx-nt"	TRUE
"λάθυρος"	10	27357	"outside-lxx-nt"	TRUE
"λάπη"	10	27358	"outside-lxx-nt"	TRUE
"λαβρώνιος"	10	27359	"outside-lxx-nt"	TRUE
"λακκαῖος"	10	27360	"outside-lxx-nt"	TRUE
"λαχανώδης"	10	27361	"outside-lxx-nt"	TRUE
"λεαντίθημι"	10	27362	"outside-lxx-nt"	TRUE
"λεβηρίς"	10	27363	"outside-lxx-nt"	TRUE
"λειποθυμόω"	10	27364	"outside-lxx-nt"	TRUE
"λεοντώδης"	10	27365	"outside-lxx-nt"	TRUE
"λεπτόκαρφος"	10	27366	"outside-lxx-nt"	TRUE
"λεπτολογία"	10	27367	"outside-lxx-nt"	TRUE
"λεύκανσις"	10	27368	"outside-lxx-nt"	TRUE
"λευκόνοτος"	10	27369	"outside-lxx-nt"	TRUE
"λευκόχροος"	10	27370	"outside-lxx-nt"	TRUE
"ληΐδιος"	10	27371	"outside-lxx-nt"	TRUE
"λίγειος"	10	27372	"outside-lxx-nt"	TRUE
"λιγαίνω"	10	27373	"outside-lxx-nt"	TRUE
"λιθάριον"	10	27374	"outside-lxx-nt"	TRUE
"λιποτάκτης"	10	27375	"outside-lxx-nt"	TRUE
"λοῖσθος"	10	27376	"outside-lxx-nt"	TRUE
"λοιγός"	10	27377	"outside-lxx-nt"	TRUE
"λουτροφόρος"	10	27378	"outside-lxx-nt"	TRUE
"λυγαῖος"	10	27379	"outside-lxx-nt"	TRUE
"λυροποιός"	10	27380	"outside-lxx-nt"	TRUE
"μάννη"	10	27381	"outside-lxx-nt"	TRUE
"μακέλη"	10	27382	"outside-lxx-nt"	TRUE
"μακροτράχηλος"	10	27383	"outside-lxx-nt"	TRUE
"μαλαγματώδης"	10	27384	"outside-lxx-nt"	TRUE
"μαλακόδερμος"	10	27385	"outside-lxx-nt"	TRUE
"μαλακτός"	10	27386	"outside-lxx-nt"	TRUE
"μαλθακτικός"	10	27387	"outside-lxx-nt"	TRUE
"μαχαιροποιός"	10	27388	"outside-lxx-nt"	TRUE
"μείλιον"	10	27389	"outside-lxx-nt"	TRUE
"μειρακιεύομαι"	10	27390	"outside-lxx-nt"	TRUE
"μελανόθριξ"	10	27391	"outside-lxx-nt"	TRUE
"μελισσόφυλλον"	10	27392	"outside-lxx-nt"	TRUE
"μελοποιέω"	10	27393	"outside-lxx-nt"	TRUE
"μερίτης"	10	27394	"outside-lxx-nt"	TRUE
"μεσόλευκος"	10	27395	"outside-lxx-nt"	TRUE
"μετάπεμψις"	10	27396	"outside-lxx-nt"	TRUE
"μεταβολεύς"	10	27397	"outside-lxx-nt"	TRUE
"μεταίτης"	10	27398	"outside-lxx-nt"	TRUE
"μεταχέω"	10	27399	"lxx-nt"	TRUE
"μεταχρόνιος"	10	27400	"outside-lxx-nt"	TRUE
"μετριοπαθέω"	10	27401	"lxx-nt"	TRUE
"μετώπιον"	10	27402	"outside-lxx-nt"	TRUE
"μζʹ"	10	27403	"outside-lxx-nt"	TRUE
"μῆος"	10	27404	"outside-lxx-nt"	TRUE
"μηνυτικός"	10	27405	"outside-lxx-nt"	TRUE
"μητραγύρτης"	10	27406	"outside-lxx-nt"	TRUE
"μίγδα"	10	27407	"outside-lxx-nt"	TRUE
"μίδω"	10	27408	"outside-lxx-nt"	TRUE
"μίνθα"	10	27409	"outside-lxx-nt"	TRUE
"μιλτώδης"	10	27410	"outside-lxx-nt"	TRUE
"μιμαίκυλον"	10	27411	"outside-lxx-nt"	TRUE
"μινύθημα"	10	27412	"outside-lxx-nt"	TRUE
"μολυβδίς"	10	27413	"outside-lxx-nt"	TRUE
"μονάζω"	10	27414	"lxx-nt"	TRUE
"μονόζωνος"	10	27415	"lxx-nt"	TRUE
"μονοπρόσωπος"	10	27416	"outside-lxx-nt"	TRUE
"μονώτης"	10	27417	"outside-lxx-nt"	TRUE
"μύστρος"	10	27418	"outside-lxx-nt"	TRUE
"μῦρος"	10	27419	"outside-lxx-nt"	TRUE
"μυθολόγος"	10	27420	"lxx-nt"	TRUE
"μυρίαρχος"	10	27421	"outside-lxx-nt"	TRUE
"μυριοπλασίων"	10	27422	"outside-lxx-nt"	TRUE
"μυστηριώδης"	10	27423	"outside-lxx-nt"	TRUE
"νάισκος"	10	27424	"outside-lxx-nt"	TRUE
"νάφθας"	10	27425	"outside-lxx-nt"	TRUE
"ναίχι"	10	27426	"outside-lxx-nt"	TRUE
"ναρθηκοφόρος"	10	27427	"outside-lxx-nt"	TRUE
"ναύκραρος"	10	27428	"outside-lxx-nt"	TRUE
"ναυβάτης"	10	27429	"outside-lxx-nt"	TRUE
"ναυστολέω"	10	27430	"outside-lxx-nt"	TRUE
"νεοπυρίητος"	10	27431	"outside-lxx-nt"	TRUE
"νεοστράτευτος"	10	27432	"outside-lxx-nt"	TRUE
"νεύρινος"	10	27433	"outside-lxx-nt"	TRUE
"νεωτεροποιΐα"	10	27434	"outside-lxx-nt"	TRUE
"νήϊος"	10	27435	"outside-lxx-nt"	TRUE
"νοσσεύω"	10	27436	"lxx-nt"	TRUE
"νυκτοπορία"	10	27437	"outside-lxx-nt"	TRUE
"νυκτοφύλαξ"	10	27438	"outside-lxx-nt"	TRUE
"ξάνθωσις"	10	27439	"outside-lxx-nt"	TRUE
"ξενοδόχος"	10	27440	"outside-lxx-nt"	TRUE
"ξηʹ"	10	27441	"outside-lxx-nt"	TRUE
"ὄμπνιος"	10	27442	"outside-lxx-nt"	TRUE
"ὄσσομαι"	10	27443	"outside-lxx-nt"	TRUE
"ὄστρειον"	10	27444	"outside-lxx-nt"	TRUE
"ὄχα"	10	27445	"outside-lxx-nt"	TRUE
"ὄχανον"	10	27446	"outside-lxx-nt"	TRUE
"ὀγδοηκοντούτης"	10	27447	"outside-lxx-nt"	TRUE
"ὀδοντάγρα"	10	27448	"outside-lxx-nt"	TRUE
"ὀκτακισμύριοι"	10	27449	"outside-lxx-nt"	TRUE
"ὀμφακίζω"	10	27450	"lxx-nt"	TRUE
"ὀνικός"	10	27451	"lxx-nt"	TRUE
"ὀνομαστέον"	10	27452	"outside-lxx-nt"	TRUE
"ὀξίνης"	10	27453	"outside-lxx-nt"	TRUE
"ὀξυρρόδινον"	10	27454	"outside-lxx-nt"	TRUE
"ὀπτανεῖον"	10	27455	"outside-lxx-nt"	TRUE
"ὀργιλότης"	10	27456	"outside-lxx-nt"	TRUE
"ὀρνιθάριον"	10	27457	"outside-lxx-nt"	TRUE
"ὀρνιθίας"	10	27458	"lxx-nt"	TRUE
"ὀρχηθμός"	10	27459	"outside-lxx-nt"	TRUE
"ὀστράκιον"	10	27460	"outside-lxx-nt"	TRUE
"ὀψοποιικός"	10	27461	"outside-lxx-nt"	TRUE
"ὀψωνία"	10	27462	"outside-lxx-nt"	TRUE
"ὅμαιμος"	10	27463	"outside-lxx-nt"	TRUE
"ὁδί"	10	27464	"outside-lxx-nt"	TRUE
"ὁδοποιός"	10	27465	"outside-lxx-nt"	TRUE
"ὁλοπόρφυρος"	10	27466	"lxx-nt"	TRUE
"ὁμιχλώδης"	10	27467	"outside-lxx-nt"	TRUE
"ὁμόδοξος"	10	27468	"outside-lxx-nt"	TRUE
"ὁμοιοκατάληκτος"	10	27469	"outside-lxx-nt"	TRUE
"ὁμοιοπάθεια"	10	27470	"outside-lxx-nt"	TRUE
"ὁμοταχής"	10	27471	"outside-lxx-nt"	TRUE
"ὁπλομάχος"	10	27472	"lxx-nt"	TRUE
"ὁποιοσοῦν"	10	27473	"outside-lxx-nt"	TRUE
"ὁριστής"	10	27474	"outside-lxx-nt"	TRUE
"ὁριστός"	10	27475	"outside-lxx-nt"	TRUE
"ὁρκωμοτέω"	10	27476	"outside-lxx-nt"	TRUE
"ὁσαπλασίων"	10	27477	"outside-lxx-nt"	TRUE
"οἶκόνδε"	10	27478	"outside-lxx-nt"	TRUE
"οἵηπερ"	10	27479	"outside-lxx-nt"	TRUE
"οὐλοός"	10	27480	"outside-lxx-nt"	TRUE
"οὐροπύγιον"	10	27481	"outside-lxx-nt"	TRUE
"πάμμεγας"	10	27482	"outside-lxx-nt"	TRUE
"πάν"	10	27483	"outside-lxx-nt"	TRUE
"πάρεγγυς"	10	27484	"outside-lxx-nt"	TRUE
"πάρυγρος"	10	27485	"outside-lxx-nt"	TRUE
"παγιδεύω"	10	27486	"lxx-nt"	TRUE
"παιγνιώδης"	10	27487	"outside-lxx-nt"	TRUE
"παιδονόμος"	10	27488	"outside-lxx-nt"	TRUE
"παιφάσσω"	10	27489	"outside-lxx-nt"	TRUE
"παιωνικός"	10	27490	"outside-lxx-nt"	TRUE
"παλίμφημος"	10	27491	"outside-lxx-nt"	TRUE
"παμμήκης"	10	27492	"outside-lxx-nt"	TRUE
"πανάγιος"	10	27493	"lxx-nt"	TRUE
"παναίολος"	10	27494	"outside-lxx-nt"	TRUE
"πανδῖος"	10	27495	"outside-lxx-nt"	TRUE
"πανταχῶς"	10	27496	"outside-lxx-nt"	TRUE
"παντευχία"	10	27497	"lxx-nt"	TRUE
"παράγγελσις"	10	27498	"outside-lxx-nt"	TRUE
"παραγραφικός"	10	27499	"outside-lxx-nt"	TRUE
"παραδειγματικός"	10	27500	"outside-lxx-nt"	TRUE
"παραδόσιμος"	10	27501	"outside-lxx-nt"	TRUE
"παραιτητός"	10	27502	"outside-lxx-nt"	TRUE
"παρακατάκειμαι"	10	27503	"outside-lxx-nt"	TRUE
"παρακολουθητικός"	10	27504	"outside-lxx-nt"	TRUE
"παραλογιστικός"	10	27505	"outside-lxx-nt"	TRUE
"παραμηρίδιος"	10	27506	"outside-lxx-nt"	TRUE
"παραμονή"	10	27507	"outside-lxx-nt"	TRUE
"παραπληγικός"	10	27508	"outside-lxx-nt"	TRUE
"παραπλοκή"	10	27509	"outside-lxx-nt"	TRUE
"παραπνέω"	10	27510	"outside-lxx-nt"	TRUE
"παρασύνθετος"	10	27511	"outside-lxx-nt"	TRUE
"παρατριβή"	10	27512	"outside-lxx-nt"	TRUE
"παραφυτεύω"	10	27513	"outside-lxx-nt"	TRUE
"παραχώρησις"	10	27514	"outside-lxx-nt"	TRUE
"παρδαλέη"	10	27515	"outside-lxx-nt"	TRUE
"παρευρίσκω"	10	27516	"outside-lxx-nt"	TRUE
"παρηθέω"	10	27517	"outside-lxx-nt"	TRUE
"παχνόω"	10	27518	"outside-lxx-nt"	TRUE
"περαντικός"	10	27519	"outside-lxx-nt"	TRUE
"περατός"	10	27520	"outside-lxx-nt"	TRUE
"περίαλλος"	10	27521	"outside-lxx-nt"	TRUE
"περίκομμα"	10	27522	"outside-lxx-nt"	TRUE
"περίπλυσις"	10	27523	"outside-lxx-nt"	TRUE
"περίσκεπτος"	10	27524	"outside-lxx-nt"	TRUE
"περίσφαλσις"	10	27525	"outside-lxx-nt"	TRUE
"περιάργυρος"	10	27526	"lxx-nt"	TRUE
"περιαγγέλλω"	10	27527	"outside-lxx-nt"	TRUE
"περιανέω"	10	27528	"outside-lxx-nt"	TRUE
"περιαργυρόω"	10	27529	"lxx-nt"	TRUE
"περικάλυμμα"	10	27530	"outside-lxx-nt"	TRUE
"περικάμπτω"	10	27531	"outside-lxx-nt"	TRUE
"περικαταπίπτω"	10	27532	"outside-lxx-nt"	TRUE
"περικράνιον"	10	27533	"outside-lxx-nt"	TRUE
"περιμάσσω"	10	27534	"outside-lxx-nt"	TRUE
"περιουσιάζω"	10	27535	"outside-lxx-nt"	TRUE
"περιπλανάομαι"	10	27536	"outside-lxx-nt"	TRUE
"περιπόλησις"	10	27537	"outside-lxx-nt"	TRUE
"περιπταίω"	10	27538	"outside-lxx-nt"	TRUE
"περιτρώγω"	10	27539	"outside-lxx-nt"	TRUE
"περιφύω"	10	27540	"outside-lxx-nt"	TRUE
"περιχόω"	10	27541	"outside-lxx-nt"	TRUE
"περόνιον"	10	27542	"outside-lxx-nt"	TRUE
"πευκάλιμος"	10	27543	"outside-lxx-nt"	TRUE
"πευκεδανός"	10	27544	"outside-lxx-nt"	TRUE
"πευστικός"	10	27545	"outside-lxx-nt"	TRUE
"πιεστός"	10	27546	"outside-lxx-nt"	TRUE
"πλεκτικός"	10	27547	"outside-lxx-nt"	TRUE
"πλησιφαής"	10	27548	"outside-lxx-nt"	TRUE
"πλουτίνδην"	10	27549	"outside-lxx-nt"	TRUE
"πόντονδε"	10	27550	"outside-lxx-nt"	TRUE
"πότ"	10	27551	"outside-lxx-nt"	TRUE
"ποικιλτός"	10	27552	"lxx-nt"	TRUE
"ποιπνύω"	10	27553	"outside-lxx-nt"	TRUE
"πολύδενδρος"	10	27554	"outside-lxx-nt"	TRUE
"πολύμητις"	10	27555	"outside-lxx-nt"	TRUE
"πολύρριζος"	10	27556	"outside-lxx-nt"	TRUE
"πολυανθής"	10	27557	"outside-lxx-nt"	TRUE
"πολυετία"	10	27558	"outside-lxx-nt"	TRUE
"πολυηχής"	10	27559	"outside-lxx-nt"	TRUE
"πολυκτήμων"	10	27560	"outside-lxx-nt"	TRUE
"πολυλήϊος"	10	27561	"outside-lxx-nt"	TRUE
"πολυπλάσιος"	10	27562	"lxx-nt"	TRUE
"πολυσθενής"	10	27563	"outside-lxx-nt"	TRUE
"πονήρευμα"	10	27564	"outside-lxx-nt"	TRUE
"ποριστέον"	10	27565	"outside-lxx-nt"	TRUE
"πορνοβοσκέω"	10	27566	"outside-lxx-nt"	TRUE
"ποροποιία"	10	27567	"outside-lxx-nt"	TRUE
"πραξικοπέω"	10	27568	"outside-lxx-nt"	TRUE
"πρόπλους"	10	27569	"outside-lxx-nt"	TRUE
"πρόπομα"	10	27570	"outside-lxx-nt"	TRUE
"πρόσηβος"	10	27571	"outside-lxx-nt"	TRUE
"πρόσπταισμα"	10	27572	"outside-lxx-nt"	TRUE
"προάγων"	10	27573	"outside-lxx-nt"	TRUE
"προαγωνιστής"	10	27574	"outside-lxx-nt"	TRUE
"προαλής"	10	27575	"lxx-nt"	TRUE
"προαλίσκομαι"	10	27576	"outside-lxx-nt"	TRUE
"προαφαιρέω"	10	27577	"outside-lxx-nt"	TRUE
"προβάτειον"	10	27578	"outside-lxx-nt"	TRUE
"προβατεία"	10	27579	"outside-lxx-nt"	TRUE
"προδιασκέπτομαι"	10	27580	"outside-lxx-nt"	TRUE
"προηγορέω"	10	27581	"outside-lxx-nt"	TRUE
"προιστορέω"	10	27582	"outside-lxx-nt"	TRUE
"προκινέω"	10	27583	"outside-lxx-nt"	TRUE
"προλούω"	10	27584	"outside-lxx-nt"	TRUE
"προμαχών"	10	27585	"lxx-nt"	TRUE
"προμνήστρια"	10	27586	"outside-lxx-nt"	TRUE
"προξυράω"	10	27587	"outside-lxx-nt"	TRUE
"προοφείλω"	10	27588	"outside-lxx-nt"	TRUE
"προπέσσω"	10	27589	"outside-lxx-nt"	TRUE
"προσαίτης"	10	27590	"lxx-nt"	TRUE
"προσανατίθεμαι"	10	27591	"outside-lxx-nt"	TRUE
"προσαποβάλλω"	10	27592	"outside-lxx-nt"	TRUE
"προσδιαβάλλω"	10	27593	"outside-lxx-nt"	TRUE
"προσεδρεία"	10	27594	"outside-lxx-nt"	TRUE
"προσερωτάω"	10	27595	"outside-lxx-nt"	TRUE
"προσκαθίστημι"	10	27596	"outside-lxx-nt"	TRUE
"προσληπτέον"	10	27597	"outside-lxx-nt"	TRUE
"προσνοέω"	10	27598	"lxx-nt"	TRUE
"προσόχθισμα"	10	27599	"lxx-nt"	TRUE
"προστίμημα"	10	27600	"outside-lxx-nt"	TRUE
"προσχόω"	10	27601	"outside-lxx-nt"	TRUE
"προυπαντάω"	10	27602	"outside-lxx-nt"	TRUE
"προχοίδιον"	10	27603	"outside-lxx-nt"	TRUE
"πρωτογενής"	10	27604	"lxx-nt"	TRUE
"πρωτοκαθεδρία"	10	27605	"lxx-nt"	TRUE
"πτεροφυέω"	10	27606	"outside-lxx-nt"	TRUE
"πτυαλισμός"	10	27607	"outside-lxx-nt"	TRUE
"πυγαῖος"	10	27608	"outside-lxx-nt"	TRUE
"πυριατήριον"	10	27609	"outside-lxx-nt"	TRUE
"πυριφλεγής"	10	27610	"lxx-nt"	TRUE
"πωλητήριον"	10	27611	"outside-lxx-nt"	TRUE
"πωρώδης"	10	27612	"outside-lxx-nt"	TRUE
"ρ̅ε̅"	10	27613	"outside-lxx-nt"	TRUE
"ῥάϊος"	10	27614	"outside-lxx-nt"	TRUE
"ῥαβδωτός"	10	27615	"outside-lxx-nt"	TRUE
"ῥητινώδης"	10	27616	"outside-lxx-nt"	TRUE
"ῥιγεδανός"	10	27617	"outside-lxx-nt"	TRUE
"ῥοδοδάφνη"	10	27618	"outside-lxx-nt"	TRUE
"ῥύδην"	10	27619	"outside-lxx-nt"	TRUE
"ραίνω"	10	27620	"lxx-nt"	TRUE
"ρνγʹ"	10	27621	"outside-lxx-nt"	TRUE
"σά"	10	27622	"outside-lxx-nt"	TRUE
"σάλιος"	10	27623	"outside-lxx-nt"	TRUE
"σάμψυχος"	10	27624	"outside-lxx-nt"	TRUE
"σαδδουκαῖοι"	10	27625	"outside-lxx-nt"	TRUE
"σαλπιστής"	10	27626	"outside-lxx-nt"	TRUE
"σαργάνη"	10	27627	"lxx-nt"	TRUE
"σαρδόνυξ"	10	27628	"lxx-nt"	TRUE
"σελαγέω"	10	27629	"outside-lxx-nt"	TRUE
"σι"	10	27630	"outside-lxx-nt"	TRUE
"σιδηρεύς"	10	27631	"outside-lxx-nt"	TRUE
"σιτιστός"	10	27632	"lxx-nt"	TRUE
"σκευοθήκη"	10	27633	"outside-lxx-nt"	TRUE
"σκιατροφέω"	10	27634	"outside-lxx-nt"	TRUE
"σκιμπόδιον"	10	27635	"outside-lxx-nt"	TRUE
"σκιόεις"	10	27636	"outside-lxx-nt"	TRUE
"σκιρράω"	10	27637	"outside-lxx-nt"	TRUE
"σκλήρυσμα"	10	27638	"outside-lxx-nt"	TRUE
"σκληροκάρδιος"	10	27639	"lxx-nt"	TRUE
"σκυθρωπός"	10	27640	"outside-lxx-nt"	TRUE
"σκυλακεύω"	10	27641	"outside-lxx-nt"	TRUE
"σκυλμός"	10	27642	"lxx-nt"	TRUE
"σόλος"	10	27643	"outside-lxx-nt"	TRUE
"σπάραγμα"	10	27644	"outside-lxx-nt"	TRUE
"σπολάς"	10	27645	"outside-lxx-nt"	TRUE
"στασιωτικός"	10	27646	"outside-lxx-nt"	TRUE
"στηλόω"	10	27647	"lxx-nt"	TRUE
"στίβασις"	10	27648	"outside-lxx-nt"	TRUE
"στοιβάζω"	10	27649	"lxx-nt"	TRUE
"στοναχέω"	10	27650	"outside-lxx-nt"	TRUE
"στρατιῶτις"	10	27651	"lxx-nt"	TRUE
"στρούθιον"	10	27652	"outside-lxx-nt"	TRUE
"στρωματόδεσμον"	10	27653	"outside-lxx-nt"	TRUE
"στωμύλλω"	10	27654	"outside-lxx-nt"	TRUE
"σύγχρονος"	10	27655	"outside-lxx-nt"	TRUE
"σύειος"	10	27656	"outside-lxx-nt"	TRUE
"σύνορος"	10	27657	"outside-lxx-nt"	TRUE
"σύρμα"	10	27658	"outside-lxx-nt"	TRUE
"συγγυμναστής"	10	27659	"outside-lxx-nt"	TRUE
"συγκαμπή"	10	27660	"outside-lxx-nt"	TRUE
"συγκατάδυσις"	10	27661	"outside-lxx-nt"	TRUE
"συγκαταινέω"	10	27662	"outside-lxx-nt"	TRUE
"συγκαταπλέκω"	10	27663	"outside-lxx-nt"	TRUE
"συγκατορθόω"	10	27664	"outside-lxx-nt"	TRUE
"συγκοινόομαι"	10	27665	"outside-lxx-nt"	TRUE
"συγκοπώδης"	10	27666	"outside-lxx-nt"	TRUE
"συγκυκάω"	10	27667	"outside-lxx-nt"	TRUE
"συλαγωγέω"	10	27668	"lxx-nt"	TRUE
"συμμεταφέρομαι"	10	27669	"outside-lxx-nt"	TRUE
"συμπανηγυρίζω"	10	27670	"outside-lxx-nt"	TRUE
"συμπεριπολέω"	10	27671	"outside-lxx-nt"	TRUE
"συμπορίζω"	10	27672	"outside-lxx-nt"	TRUE
"συμφυία"	10	27673	"outside-lxx-nt"	TRUE
"συμψέλιον"	10	27674	"outside-lxx-nt"	TRUE
"συνάγκεια"	10	27675	"outside-lxx-nt"	TRUE
"συνάντημα"	10	27676	"lxx-nt"	TRUE
"συναληθεύω"	10	27677	"outside-lxx-nt"	TRUE
"συναποδείκνυμι"	10	27678	"outside-lxx-nt"	TRUE
"συναπολογέομαι"	10	27679	"outside-lxx-nt"	TRUE
"συνδιαβάλλω"	10	27680	"outside-lxx-nt"	TRUE
"συνδιαβαίνω"	10	27681	"outside-lxx-nt"	TRUE
"συνέργεια"	10	27682	"outside-lxx-nt"	TRUE
"συνεκτρέφω"	10	27683	"lxx-nt"	TRUE
"συνεπακολουθέω"	10	27684	"lxx-nt"	TRUE
"συνεπαυξάνω"	10	27685	"outside-lxx-nt"	TRUE
"συνεπίσταμαι"	10	27686	"outside-lxx-nt"	TRUE
"συνεπιστρατεύω"	10	27687	"outside-lxx-nt"	TRUE
"συνεπιτείνω"	10	27688	"outside-lxx-nt"	TRUE
"συνερώτησις"	10	27689	"outside-lxx-nt"	TRUE
"συνευπορέω"	10	27690	"outside-lxx-nt"	TRUE
"συννικάω"	10	27691	"outside-lxx-nt"	TRUE
"συνοδοιπορέω"	10	27692	"outside-lxx-nt"	TRUE
"συντελής"	10	27693	"outside-lxx-nt"	TRUE
"συνυπατεύω"	10	27694	"outside-lxx-nt"	TRUE
"συνῳδία"	10	27695	"outside-lxx-nt"	TRUE
"συσσιτία"	10	27696	"outside-lxx-nt"	TRUE
"συσσῴζω"	10	27697	"outside-lxx-nt"	TRUE
"συστατός"	10	27698	"outside-lxx-nt"	TRUE
"συφορβός"	10	27699	"outside-lxx-nt"	TRUE
"σφενδονέω"	10	27700	"lxx-nt"	TRUE
"σχαλίς"	10	27701	"outside-lxx-nt"	TRUE
"σχετλιαστικός"	10	27702	"outside-lxx-nt"	TRUE
"σω"	10	27703	"lxx-nt"	TRUE
"ταγή"	10	27704	"outside-lxx-nt"	TRUE
"ταλαεργός"	10	27705	"outside-lxx-nt"	TRUE
"ταριχοπώλης"	10	27706	"outside-lxx-nt"	TRUE
"ταυρηδόν"	10	27707	"lxx-nt"	TRUE
"τέρσομαι"	10	27708	"outside-lxx-nt"	TRUE
"τελεστής"	10	27709	"outside-lxx-nt"	TRUE
"τελώνιον"	10	27710	"lxx-nt"	TRUE
"τεσσαρακονθήμερος"	10	27711	"outside-lxx-nt"	TRUE
"τετράπεδος"	10	27712	"lxx-nt"	TRUE
"τετραγωνισμός"	10	27713	"outside-lxx-nt"	TRUE
"τευτάζω"	10	27714	"outside-lxx-nt"	TRUE
"τεχνόω"	10	27715	"outside-lxx-nt"	TRUE
"τῆθος"	10	27716	"outside-lxx-nt"	TRUE
"τίκηκαθαρμι"	10	27717	"outside-lxx-nt"	TRUE
"τίλμα"	10	27718	"outside-lxx-nt"	TRUE
"τιμητεία"	10	27719	"outside-lxx-nt"	TRUE
"τμητέον"	10	27720	"outside-lxx-nt"	TRUE
"τνδʹ"	10	27721	"outside-lxx-nt"	TRUE
"τόρευμα"	10	27722	"outside-lxx-nt"	TRUE
"τολύπη"	10	27723	"lxx-nt"	TRUE
"τράχωμα"	10	27724	"outside-lxx-nt"	TRUE
"τρίπτυχος"	10	27725	"outside-lxx-nt"	TRUE
"τριακοσταῖος"	10	27726	"outside-lxx-nt"	TRUE
"τριγωνίζω"	10	27727	"outside-lxx-nt"	TRUE
"τριηρικός"	10	27728	"outside-lxx-nt"	TRUE
"τρικέφαλος"	10	27729	"outside-lxx-nt"	TRUE
"τριόρχης"	10	27730	"outside-lxx-nt"	TRUE
"τρισπίθαμος"	10	27731	"outside-lxx-nt"	TRUE
"τριταμόριον"	10	27732	"outside-lxx-nt"	TRUE
"τριχίας"	10	27733	"outside-lxx-nt"	TRUE
"τριώροφος"	10	27734	"lxx-nt"	TRUE
"τροπαῖος"	10	27735	"outside-lxx-nt"	TRUE
"τροπαιοφόρος"	10	27736	"outside-lxx-nt"	TRUE
"τροχίζω"	10	27737	"lxx-nt"	TRUE
"τρυπημάτιον"	10	27738	"outside-lxx-nt"	TRUE
"τυρόκνηστις"	10	27739	"outside-lxx-nt"	TRUE
"τωθαστικός"	10	27740	"outside-lxx-nt"	TRUE
"ὕσμα"	10	27741	"outside-lxx-nt"	TRUE
"ὑπαυγάζω"	10	27742	"outside-lxx-nt"	TRUE
"ὑπέρβλημα"	10	27743	"outside-lxx-nt"	TRUE
"ὑπέργηρως"	10	27744	"outside-lxx-nt"	TRUE
"ὑπέρπαχυς"	10	27745	"outside-lxx-nt"	TRUE
"ὑπείδομαι"	10	27746	"outside-lxx-nt"	TRUE
"ὑπεκτήκω"	10	27747	"outside-lxx-nt"	TRUE
"ὑπεκφέρω"	10	27748	"outside-lxx-nt"	TRUE
"ὑπεργάζομαι"	10	27749	"outside-lxx-nt"	TRUE
"ὑπερεμέω"	10	27750	"outside-lxx-nt"	TRUE
"ὑπερκαθαίρω"	10	27751	"outside-lxx-nt"	TRUE
"ὑπερφθέγγομαι"	10	27752	"outside-lxx-nt"	TRUE
"ὑπηνήτης"	10	27753	"outside-lxx-nt"	TRUE
"ὑπνηλός"	10	27754	"outside-lxx-nt"	TRUE
"ὑπόγαιος"	10	27755	"lxx-nt"	TRUE
"ὑπόγλυκυς"	10	27756	"outside-lxx-nt"	TRUE
"ὑπόδρομος"	10	27757	"outside-lxx-nt"	TRUE
"ὑπόκοιλος"	10	27758	"outside-lxx-nt"	TRUE
"ὑπόκωφος"	10	27759	"outside-lxx-nt"	TRUE
"ὑπόλεπτος"	10	27760	"outside-lxx-nt"	TRUE
"ὑπόπαχυς"	10	27761	"outside-lxx-nt"	TRUE
"ὑποδέρω"	10	27762	"outside-lxx-nt"	TRUE
"ὑποδύνω"	10	27763	"outside-lxx-nt"	TRUE
"ὑποθήγω"	10	27764	"outside-lxx-nt"	TRUE
"ὑποκαθίζω"	10	27765	"outside-lxx-nt"	TRUE
"ὑποκεφάλαιον"	10	27766	"outside-lxx-nt"	TRUE
"ὑπολήγω"	10	27767	"outside-lxx-nt"	TRUE
"ὑπομενετέον"	10	27768	"outside-lxx-nt"	TRUE
"ὑπονήχομαι"	10	27769	"outside-lxx-nt"	TRUE
"ὑποπόρφυρος"	10	27770	"outside-lxx-nt"	TRUE
"ὑπορχέομαι"	10	27771	"outside-lxx-nt"	TRUE
"ὑποστόρεσμα"	10	27772	"outside-lxx-nt"	TRUE
"ὑποστόρνυμι"	10	27773	"outside-lxx-nt"	TRUE
"ὑποστρώννυμι"	10	27774	"lxx-nt"	TRUE
"ὑποσχεσίη"	10	27775	"outside-lxx-nt"	TRUE
