"cluster_id"	"lemma"	"intracluster_fit_percentage"
16	"κλισία"	8.9
16	"ἐπικράτεια"	8.1
16	"ἐκλογίζομαι"	7.4
16	"ὕαινα"	6.7
16	"πῆξις"	5.9
16	"διανοόω"	5.2
16	"στεῖρα"	4.4
16	"συγχαίρω"	3.7
16	"στεγνός"	3
16	"μανδύα"	2.2
16	"θεοσεβής"	1.5
16	"ἀντίθεσις"	0.7
16	"εἰδωλόθυτος"	0
17	"πλεονασμός"	100
17	"ἐγκάθημαι"	99.2
17	"καταπάσσω"	98.4
17	"ἀκρωτηριάζω"	97.7
17	"κατακρατέω"	96.9
17	"ἁπαλύνω"	96.1
17	"διαναπαύω"	95.3
17	"κρόμμυον"	94.5
17	"καταπήγνυμι"	93.8
17	"διχοστασία"	93
17	"ἐγγελάω"	92.2
17	"ἐνθουσιάζω"	91.4
17	"φρύγω"	90.6
17	"κτέομαι"	89.8
17	"οἰωνίζομαι"	89.1
17	"παμπληθής"	88.3
17	"κατεργασία"	87.5
17	"ἅλων"	86.7
17	"διανθίζω"	85.9
17	"στρεβλόω"	85.2
17	"συμφράσσω"	84.4
17	"γίγαρτον"	83.6
17	"ἄγνος"	82.8
17	"προσχωρέω"	82
17	"νηπιότης"	81.2
17	"βρίθω"	80.5
17	"μεταλλεύω"	79.7
17	"ἄφαντος"	78.9
17	"μαστιγόω"	78.1
17	"παρακαθίζω"	77.3
17	"γραφίς"	76.6
17	"χόρτασμα"	75.8
17	"προσδοκέω"	75
17	"τεχνάζω"	74.2
17	"λαμπήνη"	73.4
17	"ἀσιτέω"	72.7
17	"βαρυηχής"	71.9
17	"ἐκτένεια"	71.1
17	"ἄρκευθος"	70.3
17	"σκηνέω"	69.5
17	"σύνεδρος"	68.8
17	"βρωτός"	68
17	"σκόρδον"	67.2
17	"πτόησις"	66.4
17	"καταπροδίδωμι"	65.6
17	"ἐννεακαιδέκατος"	64.8
17	"πλάνησις"	64.1
17	"στέφος"	63.3
17	"χάρτης"	62.5
17	"ἀκρόαμα"	61.7
17	"συσκιάζω"	60.9
17	"καρόω"	60.2
17	"διωστήρ"	59.4
17	"ἱεροσυλέω"	58.6
17	"ἔριθος"	57.8
17	"κάλυξ"	57
17	"ἅλας"	56.2
17	"μαιόομαι"	55.5
17	"χωλαίνω"	54.7
17	"πράσον"	53.9
17	"ἀκλεῶς"	53.1
17	"λαῖλαψ"	52.3
17	"ἀκρόδρυα"	51.6
17	"πρίζω"	50.8
17	"ἀποστενόω"	50
17	"ἀναθεματίζω"	49.2
17	"καλυπτήρ"	48.4
17	"ἐκμάσσω"	47.7
17	"συμπαραμένω"	46.9
17	"ὄφελον"	46.1
17	"ἀνανοίγνυμι"	45.3
17	"ἀποσυνάγω"	44.5
17	"δέρω"	43.8
17	"γαυρόω"	43
17	"ἐργάσιμος"	42.2
17	"διχάζω"	41.4
17	"ἐνεχυράζω"	40.6
17	"ἄθλησις"	39.8
17	"ἀπάνωθεν"	39.1
17	"οἰκετεία"	38.3
17	"πάτημα"	37.5
17	"ἔκδοτος"	36.7
17	"κοιτάζω"	35.9
17	"κλῶσμα"	35.2
17	"συνθλίβω"	34.4
17	"διαγορεύω"	33.6
17	"καταβαρέω"	32.8
17	"κατάχρεος"	32
17	"ἔμφοβος"	31.2
17	"κνίδη"	30.5
17	"παρακοή"	29.7
17	"συνεπισχύω"	28.9
17	"μηχανεύομαι"	28.1
17	"γυναικάριον"	27.3
17	"ὁρμίσκος"	26.6
17	"ἀφορολόγητος"	25.8
17	"Μασσηφά"	25
17	"στυγνάζω"	24.2
17	"ἐγκολάπτω"	23.4
17	"ἀνάστημι"	22.7
17	"Σίν"	21.9
17	"ἀποστάζω"	21.1
17	"κατάκαρπος"	20.3
17	"χαλιναγωγέω"	19.5
17	"μονοφάγος"	18.8
17	"καινουργός"	18
17	"πεντάκις"	17.2
17	"σύσσημον"	16.4
17	"ἀποδιώκω"	15.6
17	"σταῖς"	14.8
17	"κασσιτέρινος"	14.1
17	"ἐρεθισμός"	13.3
17	"ἔξαιμος"	12.5
17	"ἀκαταστασία"	11.7
17	"ῥυπαίνω"	10.9
17	"μάζα"	10.2
17	"λιθάζω"	9.4
17	"βουκολίων"	8.6
17	"πελιδνός"	7.8
17	"Σωφάρ"	7
17	"ζώπυρον"	6.2
17	"ἐπάρδω"	5.5
17	"ἐλατός"	4.7
17	"κλίμα"	3.9
17	"βαπτιστής"	3.1
17	"συγκατεσθίω"	2.3
17	"εὐνουχίζω"	1.6
17	"θνησιμαῖος"	0.8
17	"Νεχαώ"	0
18	"μεσιτεύω"	100
18	"φυσίωσις"	99.2
18	"σιγηρός"	98.4
18	"συνοικοδομέω"	97.6
18	"δωδεκαετής"	96.8
18	"ἐλάϊνος"	96
18	"καθάπαν"	95.2
18	"ἀμφιτάπης"	94.4
18	"κατάλαλος"	93.7
18	"ἀποφυσάω"	92.9
18	"καταφράσσω"	92.1
18	"τρύχω"	91.3
18	"πραΰνω"	90.5
18	"διτάλαντος"	89.7
18	"συνούλωσις"	88.9
18	"κενῶς"	88.1
18	"πολύπειρος"	87.3
18	"εὐπαθέω"	86.5
18	"ἀγενής"	85.7
18	"Ἀμεσσαΐ"	84.9
18	"πτύον"	84.1
18	"τετράπεδος"	83.3
18	"Σεκελάκ"	82.5
18	"εἰδάω"	81.7
18	"Μάν"	81
18	"χειροπέδη"	80.2
18	"κληροδοτέω"	79.4
18	"ἀρνός"	78.6
18	"νεόσσιον"	77.8
18	"Βεριά"	77
18	"νεάζω"	76.2
18	"χρησμολογέω"	75.4
18	"κατάρρυτος"	74.6
18	"Ἑβραιστί"	73.8
18	"πυροφόρος"	73
18	"διασπορά"	72.2
18	"ἐξαστράπτω"	71.4
18	"χρυσοχάλινος"	70.6
18	"διαθρύπτω"	69.8
18	"ἐκδεκτέον"	69
18	"συναλοάω"	68.3
18	"καταλέω"	67.5
18	"προσκοπή"	66.7
18	"ρῆσις"	65.9
18	"περιαργυρόω"	65.1
18	"ἐφ"	64.3
18	"ἀρτιγέννητος"	63.5
18	"ἅλιμος"	62.7
18	"σφαιρωτήρ"	61.9
18	"Σεχενίας"	61.1
18	"ὑπόχρεως"	60.3
18	"τρίχαπτος"	59.5
18	"χώνευμα"	58.7
18	"ξιφηφόρος"	57.9
18	"Σελλά"	57.1
18	"κατάφοβος"	56.3
18	"μονόκερως"	55.6
18	"καταθαρσέω"	54.8
18	"κατασέω"	54
18	"ἐξάπινα"	53.2
18	"ἤρεμος"	52.4
18	"Ἡρώ"	51.6
18	"φυλάκισσα"	50.8
18	"διαπρίζω"	50
18	"ἐρικτός"	49.2
18	"φλυκτίς"	48.4
18	"Νωαδίας"	47.6
18	"συμπεραίνω"	46.8
18	"ἀρκεύθινος"	46
18	"πλοιάριον"	45.2
18	"Δαυιδ"	44.4
18	"εὑρετός"	43.7
18	"πρόσκλισις"	42.9
18	"θωρακίζω"	42.1
18	"συκάμινον"	41.3
18	"Φανουήλ"	40.5
18	"ξυλοκόπος"	39.7
18	"πιθανολογία"	38.9
18	"κάθω"	38.1
18	"προσκυλίω"	37.3
18	"Ἐπείφ"	36.5
18	"ἀποκαθαρίζω"	35.7
18	"συγκύπτω"	34.9
18	"ἀδΐος"	34.1
18	"Τόλμα"	33.3
18	"Ἀχιώρ"	32.5
18	"μυκτηρίζω"	31.7
18	"ὁλοκάρπωμα"	31
18	"ἀποκλαίω"	30.2
18	"τυμπανιστής"	29.4
18	"ὑφάντης"	28.6
18	"ὀλιγόπιστος"	27.8
18	"διαυγάζω"	27
18	"νεόω"	26.2
18	"ὀγδοηκονταπέντε"	25.4
18	"ἔξαρθρος"	24.6
18	"βοίδιον"	23.8
18	"ἄμωμον"	23
18	"χωνευτός"	22.2
18	"οἰωνισμός"	21.4
18	"ἔλθω"	20.6
18	"Μιχά"	19.8
18	"ποικιλτός"	19
18	"ὀπωροφυλάκιον"	18.3
18	"μυριοπλάσιος"	17.5
18	"πενταετηρικός"	16.7
18	"ἀπογαλακτίζω"	15.9
18	"ἀπόδομα"	15.1
18	"παρόρασις"	14.3
18	"προσνοέω"	13.5
18	"γλυπτός"	12.7
18	"ἀνυπόδετος"	11.9
18	"δυσπολιόρκητος"	11.1
18	"λεπρός"	10.3
18	"Χούς"	9.5
18	"ἐξασθενέω"	8.7
18	"ῥανίς"	7.9
18	"σαργάνη"	7.1
18	"Ἀναμεήλ"	6.3
18	"παραλυτικός"	5.6
18	"ἀμφίασις"	4.8
18	"ἄσχημος"	4
18	"λευκαν́ͅζω"	3.2
18	"Ῥαμμώθ"	2.4
18	"ἀνεξιχνίαστος"	1.6
18	"Σκηνή"	0.8
18	"χωνευτήριον"	0
19	"ὀρθόω"	100
19	"θαρσύνω"	99.2
19	"διπλόω"	98.4
19	"ἀνακομίζω"	97.6
19	"περιφρονέω"	96.8
19	"ἐκπηδάω"	96
19	"καταρραίνω"	95.2
19	"ἀμβλύνω"	94.4
19	"ἀνακρούω"	93.7
19	"διανίσταμαι"	92.9
19	"ἐνυβρίζω"	92.1
19	"φιλαρχία"	91.3
19	"ἀπολούω"	90.5
19	"καινίζω"	89.7
19	"Γαζαῖος"	88.9
19	"ἐρεθίζω"	88.1
19	"ἐξάλλομαι"	87.3
19	"ἡσυχῆ"	86.5
19	"ἀναζέω"	85.7
19	"χαράσσω"	84.9
19	"ταχύνω"	84.1
19	"ἀντίος"	83.3
19	"συνέλκω"	82.5
19	"συνασπίζω"	81.7
19	"τιθηνέω"	81
19	"συγκομίζω"	80.2
19	"παρθενικός"	79.4
19	"ὀκλάζω"	78.6
19	"πολεμόω"	77.8
19	"περιπαθής"	77
19	"Τιβεριάς"	76.2
19	"ἀντιπρόσωπος"	75.4
19	"συνιστάω"	74.6
19	"συλλογή"	73.8
19	"ἐκψύχω"	73
19	"ὑφοράω"	72.2
19	"Θίσβη"	71.4
19	"πρόφυλαξ"	70.6
19	"Σαφάν"	69.8
19	"συνίζω"	69
19	"καθαριότης"	68.3
19	"συγκεράννυμι"	67.5
19	"κακίζω"	66.7
19	"σταγών"	65.9
19	"στοιχέω"	65.1
19	"Καισάρεια"	64.3
19	"ἐργολαβία"	63.5
19	"ἐνοικίζω"	62.7
19	"νυκτερίς"	61.9
19	"ἀποδύρομαι"	61.1
19	"ὀρτυγομήτρα"	60.3
19	"ἀποστράπτω"	59.5
19	"τελώνης"	58.7
19	"κοινολογέομαι"	57.9
19	"λαμπτήρ"	57.1
19	"ἐρῳδιός"	56.3
19	"χίμαιρα"	55.6
19	"σκοπεύω"	54.8
19	"Ἀνδρόνικος"	54
19	"λέβης"	53.2
19	"ἐκπορθέω"	52.4
19	"συμπονέω"	51.6
19	"Ἀχιά"	50.8
19	"ζέμα"	50
19	"ἆσθμα"	49.2
19	"Σαδδουκαῖος"	48.4
19	"λικμάω"	47.6
19	"χλωρότης"	46.8
19	"κληματίς"	46
19	"καταμόνας"	45.2
19	"χάω"	44.4
19	"ἀναζυγή"	43.7
19	"ἀναβράζω"	42.9
19	"ἀπομάχομαι"	42.1
19	"ζέω"	41.3
19	"διαπειλέω"	40.5
19	"κατασκοπέω"	39.7
19	"Πλειάς"	38.9
19	"ὑποσκελίζω"	38.1
19	"ἀδελφοκτόνος"	37.3
19	"λίψ"	36.5
19	"κακότεχνος"	35.7
19	"σορός"	34.9
19	"ἐναγκαλίζομαι"	34.1
19	"παρακαλύπτω"	33.3
19	"ξενολογέω"	32.5
19	"ἀνατροπή"	31.7
19	"πιστοποιέω"	31
19	"ἐγκαίω"	30.2
19	"σελίς"	29.4
19	"χλίδων"	28.6
19	"διαγραφή"	27.8
19	"μεσονύκτιον"	27
19	"παρενοχλέω"	26.2
19	"τάγηνον"	25.4
19	"ἐκδιηγέομαι"	24.6
19	"Κλαυθμών"	23.8
19	"ἀνακόπτω"	23
19	"κοπάζω"	22.2
19	"ἐκδιαιτάω"	21.4
19	"πέλμα"	20.6
19	"κωθωνίζω"	19.8
19	"ἀσύμφωνος"	19
19	"δυναμόω"	18.3
19	"λατρεία"	17.5
19	"Σίδη"	16.7
19	"ἀπηλιώτης"	15.9
19	"παστοφόριον"	15.1
19	"ἡδύοσμος"	14.3
19	"ἀπόσπασμα"	13.5
19	"ἐφημερία"	12.7
19	"πενθερά"	11.9
19	"σαύρα"	11.1
19	"δειλιάω"	10.3
19	"καπνίζω"	9.5
19	"Θήβη"	8.7
19	"ἐπαύριον"	7.9
19	"Ἀκκάρων"	7.1
19	"πεντηκοστή"	6.3
19	"πανδημεί"	5.6
19	"ἀγυιά"	4.8
19	"ἔγερσις"	4
19	"συμμαρτυρέω"	3.2
19	"ἱεροψάλτης"	2.4
19	"Ἀσταρώθ"	1.6
19	"Ἰοῦστος"	0.8
19	"τηκτός"	0
20	"ἀναθάλλω"	100
20	"σύμμεικτος"	99.2
20	"ῥώξ"	98.4
20	"κυλλός"	97.6
20	"ἀεργός"	96.7
20	"Ἀσσός"	95.9
20	"ἀσίδηρος"	95.1
20	"παραθεωρέω"	94.3
20	"τιμιότης"	93.5
20	"ἀποκαθιστάω"	92.7
20	"ἀμπλακία"	91.9
20	"δίγλωσσος"	91.1
20	"παρόω"	90.2
20	"ναθινίμ"	89.4
20	"περιφράσσω"	88.6
20	"πρόσκομμα"	87.8
20	"αἰχμαλωτίς"	87
20	"Ναζιραῖος"	86.2
20	"εὔκυκλος"	85.4
20	"προσκαταλείπω"	84.6
20	"Ἀμμάν"	83.7
20	"ἀνταποκρίνομαι"	82.9
20	"γνωστέος"	82.1
20	"Ἄζωτος"	81.3
20	"ἀδελφικός"	80.5
20	"φοβερίζω"	79.7
20	"φαλάκρωμα"	78.9
20	"πανυπέρτατος"	78
20	"ἐπιρρίπτω"	77.2
20	"ἐφευρετής"	76.4
20	"ὑποταγή"	75.6
20	"δεκαοκτώ"	74.8
20	"Θάψος"	74
20	"εἰκοσιοκτώ"	73.2
20	"Ἰεβούς"	72.4
20	"Φακεέ"	71.5
20	"εὐλογιστία"	70.7
20	"παραξιφίς"	69.9
20	"Φασηλίς"	69.1
20	"δοτός"	68.3
20	"ἄφεδρος"	67.5
20	"φονευτής"	66.7
20	"ὑστέρησις"	65.9
20	"κρυφῇ"	65
20	"ὁμόψηφος"	64.2
20	"ἀνάδυσις"	63.4
20	"συνεθέλω"	62.6
20	"καταπρίω"	61.8
20	"περιρραίνω"	61
20	"ἀνεκλάλητος"	60.2
20	"τεκνογονία"	59.3
20	"συντίμησις"	58.5
20	"ἀγαθοποιία"	57.7
20	"συνεκπολεμέω"	56.9
20	"ἀσυλία"	56.1
20	"ἀναφορέω"	55.3
20	"σειρομάστης"	54.5
20	"κατευλογέω"	53.7
20	"εὔγνωστος"	52.8
20	"ἔλεγξις"	52
20	"συνάντημα"	51.2
20	"ὑπερασπισμός"	50.4
20	"λειτούργημα"	49.6
20	"παραδειγματισμός"	48.8
20	"ἀθέτημα"	48
20	"ἐκμυκτηρίζω"	47.2
20	"Ἀζάριος"	46.3
20	"ἱλαρύνω"	45.5
20	"εἴπως"	44.7
20	"ἐξηγορία"	43.9
20	"ἐκκλάω"	43.1
20	"δορατοφόρος"	42.3
20	"τέρετρον"	41.5
20	"ἀποκάθημαι"	40.7
20	"Ἰεφοννή"	39.8
20	"Σηγώρ"	39
20	"φανέρωσις"	38.2
20	"νυκτικόραξ"	37.4
20	"ἀποκεντέω"	36.6
20	"λυτρωτής"	35.8
20	"ἀνυπόκριτος"	35
20	"δεσποτεύω"	34.1
20	"ἐπισυνίστημι"	33.3
20	"ἐνενηκονταετής"	32.5
20	"ὑπερκεράω"	31.7
20	"ἐξετασμός"	30.9
20	"κατάνυξις"	30.1
20	"Ἀριώχ"	29.3
20	"δίζω"	28.5
20	"Βαμά"	27.6
20	"Ποιός"	26.8
20	"Γηρά"	26
20	"κενοτάφιον"	25.2
20	"Βαλός"	24.4
20	"διασκεδάζω"	23.6
20	"μεγιστᾶνες"	22.8
20	"βαπτισμός"	22
20	"ἐξαγοράζω"	21.1
20	"θυρόω"	20.3
20	"τεφρόω"	19.5
20	"προεκφέρω"	18.7
20	"κατάβρωμα"	17.9
20	"Ἠράμ"	17.1
20	"ἀλφή"	16.3
20	"Βαρτιμαῖος"	15.4
20	"θησαύρισμα"	14.6
20	"ἐπαίτησις"	13.8
20	"ἄδολος"	13
20	"στίλβωσις"	12.2
20	"Ἀχάζ"	11.4
20	"Λωτάν"	10.6
20	"κατεναντίον"	9.8
20	"ἐξεικονίζω"	8.9
20	"μελίσσευς"	8.1
20	"κόνδυ"	7.3
20	"ἀποκαραδοκία"	6.5
20	"Ἰωάχαζ"	5.7
20	"δυσκατάπαυστος"	4.9
20	"στραγγαλιά"	4.1
20	"ὀνικός"	3.3
20	"Φυλιστιΐμ"	2.4
20	"παγιδεύω"	1.6
20	"ἐξεύρεσις"	0.8
20	"ἀλεκτοροφωνία"	0
21	"παρακάθημαι"	100
21	"Θεόδοτος"	99.2
21	"πρόδρομος"	98.4
21	"ἡλικιώτης"	97.6
21	"ἱεροσυλία"	96.7
21	"ὧ"	95.9
21	"συμβουλή"	95.1
21	"ἐπικάθημαι"	94.3
21	"ῥᾳδιουργία"	93.5
21	"καταιδέομαι"	92.7
21	"αὐλαία"	91.9
21	"ἐξυμνέω"	91.1
21	"ἔλασμα"	90.2
21	"συγκρύπτω"	89.4
21	"κατακλάω"	88.6
21	"ὁμοιότροπος"	87.8
21	"συνωμότης"	87
21	"πάπυρος"	86.2
21	"μαγεύω"	85.4
21	"ἱερατεία"	84.6
21	"περιπέτομαι"	83.7
21	"οἰακίζω"	82.9
21	"ἐπιταγή"	82.1
21	"Ἕσπερος"	81.3
21	"ἐπίβασις"	80.5
21	"πτέρνη"	79.7
21	"ἐντόπιος"	78.9
21	"ἀπονοέομαι"	78
21	"στοιχείωσις"	77.2
21	"Ἰεζραέλ"	76.4
21	"Εὐαῖος"	75.6
21	"ἀναπτερόω"	74.8
21	"μειρακίσκος"	74
21	"ἀνάπηρος"	73.2
21	"προβασανίζω"	72.4
21	"στρατολογέω"	71.5
21	"μόνωσις"	70.7
21	"βομβέω"	69.9
21	"συνδρομάς"	69.1
21	"γόμος"	68.3
21	"ἐπανατίθημι"	67.5
21	"θέμα"	66.7
21	"προφθάνω"	65.9
21	"ξυνωρίς"	65
21	"κακοτεχνέω"	64.2
21	"ἱππάζομαι"	63.4
21	"τροχίζω"	62.6
21	"ἐπίλυσις"	61.8
21	"Γεδεών"	61
21	"ἀντιπολιτεύομαι"	60.2
21	"πενταπλόος"	59.3
21	"ἱλαρότης"	58.5
21	"Ἀβία"	57.7
21	"πολυπειρία"	56.9
21	"ἐπιμαρτυρέω"	56.1
21	"αἰσχρολογία"	55.3
21	"Θεόφιλος"	54.5
21	"περιεκτικός"	53.7
21	"ἐγκισσάω"	52.8
21	"ταπεινόφρων"	52
21	"ἐπαγωγός"	51.2
21	"συμπάσχω"	50.4
21	"προαμαρτάνω"	49.6
21	"παραφυάς"	48.8
21	"δᾳδουχία"	48
21	"Ἑβραίς"	47.2
21	"Ἠσαῦ"	46.3
21	"ἐξορκίζω"	45.5
21	"ζυμίτης"	44.7
21	"ἀνέκλειπτος"	43.9
21	"ἀπρόσκοπος"	43.1
21	"ἐμφυσιόω"	42.3
21	"Ῥουβῆν"	41.5
21	"αἰκισμός"	40.7
21	"στάμνος"	39.8
21	"Ναυῆ"	39
21	"κατορχέομαι"	38.2
21	"στρεπτός"	37.4
21	"εὕρεμα"	36.6
21	"ὑποφωνέω"	35.8
21	"ἑξηκονταέξʹ"	35
21	"δές"	34.1
21	"περιπείρω"	33.3
21	"μύσταξ"	32.5
21	"ἀπόμοιρα"	31.7
21	"ἀλλαχῆ"	30.9
21	"Εὐπάτωρ"	30.1
21	"ὄλονθος"	29.3
21	"περίδειπνον"	28.5
21	"Βηλ"	27.6
21	"πλάγιον"	26.8
21	"ἐξημερόω"	26
21	"διαβοάω"	25.2
21	"ῥυτίς"	24.4
21	"φιλόψυχος"	23.6
21	"ἐμβριμάομαι"	22.8
21	"ἐπισύνειμι"	22
21	"ἐπίμικτος"	21.1
21	"κνώδαλον"	20.3
21	"καθυμνέω"	19.5
21	"ἐπαισχύνομαι"	18.7
21	"κονίαμα"	17.9
21	"ναρκάω"	17.1
21	"Νίγερ"	16.3
21	"ἀποκτέννω"	15.4
21	"μεγαλορρημονέω"	14.6
21	"πύξος"	13.8
21	"πρόστιμον"	13
21	"ἐναλλαγή"	12.2
21	"κολάπτω"	11.4
21	"ἀναπίπτω"	10.6
21	"κολεόν"	9.8
21	"ἰχνευτής"	8.9
21	"ὀρθοτομέω"	8.1
21	"πρωταγωνιστής"	7.3
21	"ἐσώτατος"	6.5
21	"συγκάμπτω"	5.7
21	"γραπτός"	4.9
21	"κοσμοκράτωρ"	4.1
21	"ἰγνύα"	3.3
21	"πορευτός"	2.4
21	"στιγμή"	1.6
21	"ἀββᾶ"	0.8
21	"χοϊκός"	0
22	"ἐπιτέμνω"	100
22	"παρακομίζω"	99.2
22	"ἀτάρακτος"	98.3
22	"κώπη"	97.5
22	"καταστόρεννυμι"	96.7
22	"πυρπολέω"	95.9
22	"καταφλέγω"	95
22	"ἀναρρήγνυμι"	94.2
22	"ἐξανθέω"	93.4
22	"ἐκχωρέω"	92.6
22	"πρόσβασις"	91.7
22	"ἐπιρριπτέω"	90.9
22	"ἀλοιφή"	90.1
22	"σχεδία"	89.3
22	"ἀοίδιμος"	88.4
22	"ἀποτρίβω"	87.6
22	"στενότης"	86.8
22	"καταγράφω"	86
22	"φιλαργυρία"	85.1
22	"ἐπίθημα"	84.3
22	"ὑφαίνω"	83.5
22	"καρπέω"	82.6
22	"ῥέγκω"	81.8
22	"κυλίω"	81
22	"πρῷρα"	80.2
22	"ἀπόρροια"	79.3
22	"σταλαγμός"	78.5
22	"ἐπισκιάζω"	77.7
22	"γαυριάω"	76.9
22	"ἀναστέλλω"	76
22	"δυσφορέω"	75.2
22	"ἐποπτεύω"	74.4
22	"ἀτραπός"	73.6
22	"λιπαρός"	72.7
22	"ῥιζόω"	71.9
22	"ἐρημόω"	71.1
22	"πίων"	70.2
22	"ἐπάρατος"	69.4
22	"κυμαίνω"	68.6
22	"πληθύω"	67.8
22	"ἐκπρεπής"	66.9
22	"ἐπιπληρόω"	66.1
22	"κέραμος"	65.3
22	"ζῳογονέω"	64.5
22	"Ἰδουμαία"	63.6
22	"χρυσοειδής"	62.8
22	"πετάννυμι"	62
22	"ἀπέραντος"	61.2
22	"ὑπερείδω"	60.3
22	"περιχαρής"	59.5
22	"πρύμνα"	58.7
22	"ἀναζωπυρέω"	57.9
22	"ἀλέω"	57
22	"πηδάλιον"	56.2
22	"μύλος"	55.4
22	"σποδιά"	54.5
22	"καταφθείρω"	53.7
22	"δημαγωγέω"	52.9
22	"ἱστός"	52.1
22	"διαπρεπής"	51.2
22	"ἀνακηρύσσω"	50.4
22	"περιβόητος"	49.6
22	"αἱμάσσω"	48.8
22	"γλύφω"	47.9
22	"ἀνασείω"	47.1
22	"ἀλαλάζω"	46.3
22	"σημαία"	45.5
22	"προσβαίνω"	44.6
22	"εὐκαιρία"	43.8
22	"πέλτη"	43
22	"στιβάς"	42.1
22	"προσαναβαίνω"	41.3
22	"αὐχμώδης"	40.5
22	"ψῦχος"	39.7
22	"αὐλών"	38.8
22	"σύμφυτος"	38
22	"κοπιάω"	37.2
22	"στόρεννυμι"	36.4
22	"χολέρα"	35.5
22	"ἐπιστάτης"	34.7
22	"περίβλεπτος"	33.9
22	"κουρά"	33.1
22	"οἴαξ"	32.2
22	"ἐκπιέζω"	31.4
22	"κυνάριον"	30.6
22	"ἄτερ"	29.8
22	"λῶμα"	28.9
22	"Ἀνάνιος"	28.1
22	"φύλαρχος"	27.3
22	"πλανήτης"	26.4
22	"ῥοΐσκος"	25.6
22	"μανός"	24.8
22	"ἐπίκτητος"	24
22	"σκάφη"	23.1
22	"κεραία"	22.3
22	"ἠχέω"	21.5
22	"Μολόχ"	20.7
22	"ἀνήμερος"	19.8
22	"ἰκμάς"	19
22	"κάλως"	18.2
22	"καῦμα"	17.4
22	"ἐπαρυστρίς"	16.5
22	"ἐπιχορηγέω"	15.7
22	"ἐξελίσσω"	14.9
22	"πρωτοστάτης"	14
22	"μετάφρενον"	13.2
22	"καταβόησις"	12.4
22	"ὑπνώδης"	11.6
22	"σίαλον"	10.7
22	"ἀοίκητος"	9.9
22	"ἱστίον"	9.1
22	"φωτεινός"	8.3
22	"προσηλόω"	7.4
22	"μυρεψικός"	6.6
22	"ἄταφος"	5.8
22	"σάπφειρος"	5
22	"ἀμύθητος"	4.1
22	"σφηνόω"	3.3
22	"βόλβιτον"	2.5
22	"τροπόω"	1.7
22	"συνθλάω"	0.8
22	"ἀνασκευάζω"	0
23	"παραιτέομαι"	100
23	"ἀφηγέομαι"	99.2
23	"συνακολουθέω"	98.3
23	"ἐκδέχομαι"	97.5
23	"παρίημι"	96.7
23	"ἀκριβόω"	95.8
23	"προλαμβάνω"	95
23	"ἐπιδέχομαι"	94.2
23	"ἐπιβοάω"	93.3
23	"ὑποκρίνω"	92.5
23	"πρόσειμι"	91.7
23	"παράκλησις"	90.8
23	"ἔγκειμαι"	90
23	"πραγματεύομαι"	89.2
23	"ἐπάν"	88.3
23	"πρόσκειμαι"	87.5
23	"χρῄζω"	86.7
23	"ἐξεργάζομαι"	85.8
23	"προτάσσω"	85
23	"διήγησις"	84.2
23	"ἀκρόασις"	83.3
23	"μηχανάομαι"	82.5
23	"ζήτησις"	81.7
23	"καταριθμέω"	80.8
23	"μετέρχομαι"	80
23	"σύγκρισις"	79.2
23	"παράγγελμα"	78.3
23	"ἐκδιδάσκω"	77.5
23	"φωράω"	76.7
23	"ὑποκρίνομαι"	75.8
23	"προκοπή"	75
23	"προσγίγνομαι"	74.2
23	"παρέλκω"	73.3
23	"καταχράω"	72.5
23	"βραδύνω"	71.7
23	"παραχωρέω"	70.8
23	"ὑπερτίθημι"	70
23	"ἀνάπαλιν"	69.2
23	"ὑπόμνησις"	68.3
23	"διαπράσσω"	67.5
23	"δεισιδαιμονία"	66.7
23	"ἔπειμι"	65.8
23	"εἰρηνικός"	65
23	"καταμείγνυμι"	64.2
23	"σημειόω"	63.3
23	"προσχράομαι"	62.5
23	"ἐκλαμβάνω"	61.7
23	"ἄπειμι"	60.8
23	"τρισσός"	60
23	"ἀτοπία"	59.2
23	"διδαχή"	58.3
23	"ἐπεξέρχομαι"	57.5
23	"ἐξέτασις"	56.7
23	"ἐκφωνέω"	55.8
23	"ἀξιόπιστος"	55
23	"σιωπή"	54.2
23	"προφασίζομαι"	53.3
23	"δήλωσις"	52.5
23	"προσλαμβάνω"	51.7
23	"κακοήθεια"	50.8
23	"δοκιμασία"	50
23	"συμπληρόω"	49.2
23	"ἀναβάλλω"	48.3
23	"παραίνεσις"	47.5
23	"δημηγορέω"	46.7
23	"προοίμιον"	45.8
23	"ἔκβασις"	45
23	"ἀντιτίθημι"	44.2
23	"δυσχέρεια"	43.3
23	"διωγμός"	42.5
23	"προβαίνω"	41.7
23	"δισσός"	40.8
23	"ἐπιστροφή"	40
23	"παράδοσις"	39.2
23	"ἀπόλυσις"	38.3
23	"λαθραῖος"	37.5
23	"σιγή"	36.7
23	"διόρθωσις"	35.8
23	"γυμνασία"	35
23	"παραλογισμός"	34.2
23	"συμβουλία"	33.3
23	"ἐρώτημα"	32.5
23	"ἀπογραφή"	31.7
23	"λήθη"	30.8
23	"ἐπίσκεψις"	30
23	"θεοσέβεια"	29.2
23	"τεχνάομαι"	28.3
23	"ἀπόκρισις"	27.5
23	"προκόπτω"	26.7
23	"στρατήγημα"	25.8
23	"μεταβαίνω"	25
23	"μετάθεσις"	24.2
23	"κατεπείγω"	23.3
23	"λῆρος"	22.5
